country,year,iso_code,population,gdp_x,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy,rank,area,landAreaKm,cca2,cca3,netChange,growthRate,worldPercentage,density,densityMi,place,pop1980,pop2000,pop2010,pop2022,pop2023,pop2030,pop2050,region_id,gdp_y,composition_food_organic_waste_percent,composition_glass_percent,composition_metal_percent,composition_other_percent,composition_paper_cardboard_percent,composition_plastic_percent,composition_rubber_leather_percent,composition_wood_percent,composition_yard_garden_green_waste_percent,other_information_information_system_for_solid_waste_management,other_information_national_agency_to_enforce_solid_waste_laws_and_regulations,other_information_national_law_governing_solid_waste_management_in_the_country,other_information_ppp_rules_and_regulations,other_information_summary_of_key_solid_waste_information_made_available_to_the_public,population_population_number_of_people,special_waste_agricultural_waste_tons_year,special_waste_construction_and_demolition_waste_tons_year,special_waste_e_waste_tons_year,special_waste_hazardous_waste_tons_year,special_waste_industrial_waste_tons_year,special_waste_medical_waste_tons_year,total_msw_total_msw_generated_tons_year,waste_collection_coverage_rural_percent_of_geographic_area,waste_collection_coverage_rural_percent_of_households,waste_collection_coverage_rural_percent_of_population,waste_collection_coverage_rural_percent_of_waste,waste_collection_coverage_total_percent_of_geographic_area,waste_collection_coverage_total_percent_of_households,waste_collection_coverage_total_percent_of_population,waste_collection_coverage_total_percent_of_waste,waste_collection_coverage_urban_percent_of_geographic_area,waste_collection_coverage_urban_percent_of_households,waste_collection_coverage_urban_percent_of_population,waste_collection_coverage_urban_percent_of_waste,waste_treatment_anaerobic_digestion_percent,waste_treatment_compost_percent,waste_treatment_controlled_landfill_percent,waste_treatment_incineration_percent,waste_treatment_landfill_unspecified_percent,waste_treatment_open_dump_percent,waste_treatment_other_percent,waste_treatment_recycling_percent,waste_treatment_sanitary_landfill_landfill_gas_system_percent,waste_treatment_unaccounted_for_percent,waste_treatment_waterways_marine_percent,where_where_is_this_data_measured
Brazil,2017,BRA,208504960.0,2926999240704.0,2.173,4.381,988.036,206.01,242.68,50.6,8.707,5.949,141.665,5.469,10.125,936.547,195.275,118.175,24.64,-18.682,-5.819,121.478,25.329,4.24,5.639,617.51,581.16,16.782,0.898,30.828,16608.686,1.183,1.539,29.492,488.717,101.9,9332.207,1945.812,17.534,56.189,1.467,5.441,376.32,300.808,62.72,1804.85,12.676,30.578,1303.634,271.814,10.792,10.867,82.33,-2.626,-32.623,987.09,1778.903,370.91,4734.131,63.822,28.504,0.799,1.336,1517.182,2298.554,479.26,7276.478,82.466,43.811,36.35,5.887,-0.789,-0.559,40.194,71.269,14.86,192.773,2.557,1.161,1.024,13.925,1374.216,69.735,14.54,6590.809,4.341,69.021,7956.282,1658.924,2.502,39.683,168.906,50.6,0.0,3.073,5.035,242.68,0.0,810.083,8.707,0.0,4.877,2787.271,3462.993,0.837,1.895,1476.988,2227.285,464.4,7083.705,79.909,42.651,875.613,1.985,2.214,3.981,0.83,10.617,0.143,0.064,26.529,23.117,112.768,201.722,42.06,540.839,7.237,3.256,7,8515767.0,8358140.0,BR,BRA,0.0393,0.0052,0.027,25.8936,67.0645,76,122288383,175873720,196353492,215313498,216422446,223908968,230885725,LCN,14596.24609,51.4,2.4,2.9,16.7,13.1,13.5,,,,Yes,Yes,Yes,Yes,,208494896,,45158165.0,1411900.0,,,260063.0,79069584.0,,,,,,,91.3,90.81,,,,,,0.2,21.88521,,,15.61932,,1.4,53.30547,7.59,,
Brazil,2018,BRA,210166592.0,2965401501696.0,15.988,32.936,1136.938,238.946,248.041,52.13,8.774,6.874,125.61,-2.2,-4.296,908.701,190.978,107.914,22.68,8.369,2.12,130.604,27.449,3.817,5.494,629.12,594.14,17.093,0.375,12.975,16539.109,1.172,-4.559,-88.704,412.482,86.69,8836.361,1857.108,14.591,53.427,-4.627,-17.412,358.908,249.136,52.36,1707.731,-7.428,-20.191,1197.258,251.624,8.813,10.325,74.63,4.87,42.022,1029.111,1850.77,388.97,4896.646,65.468,29.606,8.876,101.678,1618.86,2414.513,507.45,7702.748,85.409,46.573,34.98,5.56,-0.415,-0.401,39.793,70.373,14.79,189.342,2.489,1.145,-4.875,-66.995,1307.221,55.432,11.65,6219.93,-1.429,-23.709,7780.565,1635.215,1.961,37.607,173.599,52.13,0.0,2.778,4.693,248.041,0.0,826.008,8.774,0.0,4.994,2826.995,3475.968,9.093,102.079,1579.067,2344.14,492.66,7513.406,82.92,45.428,316.131,6.944,9.158,16.368,3.44,43.575,0.579,0.263,14.4,15.484,128.252,228.961,48.12,610.24,8.099,3.69,7,8515767.0,8358140.0,BR,BRA,0.0393,0.0052,0.027,25.8936,67.0645,76,122288383,175873720,196353492,215313498,216422446,223908968,230885725,LCN,14596.24609,51.4,2.4,2.9,16.7,13.1,13.5,,,,Yes,Yes,Yes,Yes,,208494896,,45158165.0,1411900.0,,,260063.0,79069584.0,,,,,,,91.3,90.81,,,,,,0.2,21.88521,,,15.61932,,1.4,53.30547,7.59,,
Bulgaria,2010,BGR,7592271.0,110804590592.0,199.971,0.123,24.367,0.185,5.269,0.04,0.087,0.087,437.147,8.474,6.254,10543.219,80.047,2978.029,22.61,7.349,3.938,7575.616,57.516,49.174,37.84,37.53,45.98,21.736,4.612,9.326,27862.668,1.909,2.505,3.779,3288.871,24.97,20370.924,154.662,54.306,73.112,10.134,2.459,26.723,259.474,1.97,3519.73,404.491,0.42,68.971,0.524,4.284,12.632,20.1,45.735,4.345,14.036,662.516,5.03,1848.736,10.94,6.635,11.485,5.547,56.879,2767.288,21.01,7491.743,45.694,26.888,-8.45,-22.515,-0.046,-0.269,40.615,2008.622,15.25,5349.481,33.167,19.199,-9.339,-4.933,47.892,51.368,0.39,6307.975,-0.002,-0.0,82.904,0.629,0.848,22.64,0.112,0.04,0.0,337.5,0.086,5.269,0.0,14.716,0.087,0.0,0.053,6056.159,211.541,58.03,5.816,16.265,758.666,5.76,2142.262,12.527,7.689,400.0,0.033,0.042,1.317,0.01,5.484,0.022,0.02,187.342,1.228,1.89,89.565,0.68,248.96,1.479,0.894,110,110879.0,108560.0,BG,BGR,-0.0027,-0.0139,0.0008,61.6039,159.554,100,8980606,8097691,7592273,6781953,6687717,6290166,5187392,ECS,22279.36133,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,Yes,Yes,Yes,Yes,Yes,7025037,983646.0,172369117.0,53785.0,12206169.0,,518228.0,2859190.0,,,,,,,,98.3,,,,,,10.32,,2.75,66.22,,,19.03,,1.68,,Other
Bulgaria,2011,BGR,7543128.0,113286381568.0,5.558,0.01,25.889,0.195,7.954,0.06,0.12,0.087,480.08,17.611,14.097,12480.812,94.144,3649.68,27.53,25.587,14.716,9575.949,72.233,55.115,41.892,39.29,49.95,22.226,6.236,13.192,29793.07,1.984,10.222,15.81,3943.987,29.75,22599.609,170.472,59.56,75.855,14.489,3.872,30.594,275.748,2.08,4055.943,600.0,3.142,485.942,3.666,4.164,13.614,23.98,-42.318,-5.989,8.047,380.479,2.87,1066.798,5.746,3.581,-3.665,-2.618,54.261,2677.934,20.2,7193.459,40.44,24.145,-10.66,-27.132,6.984,2.572,43.186,2162.233,16.31,5725.254,32.653,19.217,-4.508,-2.159,45.733,18.56,0.14,6062.854,0.0,0.0,83.444,0.629,0.28,20.35,0.179,0.06,0.0,60.0,0.067,7.954,0.0,23.699,0.12,0.0,0.08,6621.921,224.733,-30.851,-5.19,11.075,515.701,3.89,1468.206,7.788,4.928,573.333,0.237,0.279,13.257,0.1,36.937,0.2,0.124,26.432,0.485,2.375,114.011,0.86,314.883,1.722,1.057,110,110879.0,108560.0,BG,BGR,-0.0027,-0.0139,0.0008,61.6039,159.554,100,8980606,8097691,7592273,6781953,6687717,6290166,5187392,ECS,22279.36133,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,Yes,Yes,Yes,Yes,Yes,7025037,983646.0,172369117.0,53785.0,12206169.0,,518228.0,2859190.0,,,,,,,,98.3,,,,,,10.32,,2.75,66.22,,,19.03,,1.68,,Other
Bulgaria,2012,BGR,7488347.0,113317797888.0,399.988,0.781,130.387,0.976,9.348,0.07,0.151,0.457,438.898,-14.57,-13.716,10740.416,80.428,3054.079,22.87,-9.639,-6.962,8716.262,65.27,49.204,37.643,38.17,46.48,21.754,-4.928,-11.074,28532.125,1.885,-8.188,-13.958,3398.614,25.45,20900.92,156.513,54.755,73.254,-6.806,-2.082,28.512,315.156,2.36,3807.549,8.772,0.322,532.437,3.987,5.077,13.345,20.4,10.593,0.798,8.845,424.66,3.18,1181.233,6.842,4.14,8.042,2.884,57.145,2808.364,21.03,7631.204,45.245,26.746,-8.31,-21.771,-3.243,-1.654,41.533,2107.274,15.78,5546.312,33.95,19.439,4.024,1.84,47.573,29.379,0.22,6352.954,0.274,0.002,84.284,0.631,0.473,22.266,0.211,0.07,0.0,17.857,0.032,9.348,0.0,28.135,0.151,0.0,0.099,6206.977,213.658,52.614,4.538,15.612,701.089,5.25,2084.892,11.295,7.307,705.941,1.953,2.232,104.162,0.78,298.055,1.678,1.045,41.812,0.973,3.348,162.92,1.22,447.082,2.625,1.567,110,110879.0,108560.0,BG,BGR,-0.0027,-0.0139,0.0008,61.6039,159.554,100,8980606,8097691,7592273,6781953,6687717,6290166,5187392,ECS,22279.36133,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,Yes,Yes,Yes,Yes,Yes,7025037,983646.0,172369117.0,53785.0,12206169.0,,518228.0,2859190.0,,,,,,,,98.3,,,,,,10.32,,2.75,66.22,,,19.03,,1.68,,Other
Bulgaria,2013,BGR,7431169.0,114286280704.0,29.912,0.292,170.692,1.268,14.803,0.11,0.256,0.64,408.922,-14.053,-11.302,9302.114,69.126,2609.28,19.39,-14.67,-9.575,7494.814,55.695,45.051,34.893,36.86,43.04,21.725,-7.278,-15.55,26659.102,1.733,-9.986,-15.629,2955.12,21.96,18958.596,140.885,51.022,71.115,-3.396,-0.968,27.544,314.89,2.34,3706.55,-26.977,-1.076,391.792,2.911,5.437,13.904,17.6,25.113,2.155,11.0,543.656,4.04,1480.273,9.387,5.553,1.197,0.079,57.224,2836.7,21.08,7700.506,48.978,28.885,-6.18,-16.766,-10.225,-4.471,37.061,1906.833,14.17,4987.292,32.923,18.708,-7.059,-3.358,44.215,30.951,0.23,5949.932,-0.273,-0.002,84.701,0.629,0.534,22.319,0.357,0.11,0.0,69.262,0.146,14.803,0.0,47.989,0.256,0.0,0.18,5791.821,198.108,29.8,4.55,20.162,929.867,6.91,2713.214,16.055,10.177,71.006,1.562,3.794,187.05,1.39,510.518,3.23,1.915,12.491,0.395,3.743,184.359,1.37,503.742,3.183,1.89,110,110879.0,108560.0,BG,BGR,-0.0027,-0.0139,0.0008,61.6039,159.554,100,8980606,8097691,7592273,6781953,6687717,6290166,5187392,ECS,22279.36133,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,Yes,Yes,Yes,Yes,Yes,7025037,983646.0,172369117.0,53785.0,12206169.0,,518228.0,2859190.0,,,,,,,,98.3,,,,,,10.32,,2.75,66.22,,,19.03,,1.68,,Other
Bulgaria,2014,BGR,7372142.0,115783073792.0,-0.613,-0.008,171.004,1.261,27.129,0.2,0.426,0.596,406.863,6.837,4.726,10017.667,73.852,2890.612,21.31,7.093,3.951,8090.712,59.646,45.418,34.91,37.46,46.92,22.179,6.785,13.442,28695.912,1.827,5.707,8.04,3209.379,23.66,20201.037,148.925,50.426,70.397,-0.663,-0.182,27.361,290.282,2.14,3711.472,-35.252,-1.026,255.71,1.885,4.561,12.934,19.09,14.011,1.466,12.466,623.971,4.6,1690.996,9.804,5.893,9.683,5.402,62.625,3155.121,23.26,8494.875,49.574,29.603,-9.46,-25.254,11.968,4.187,41.248,2152.699,15.87,5595.182,33.824,19.498,7.909,3.497,47.712,28.486,0.21,6471.898,0.0,0.0,85.379,0.629,0.448,22.553,0.641,0.2,0.0,79.739,0.284,27.129,0.0,86.945,0.426,0.0,0.303,6364.5,211.55,5.726,1.215,21.377,1002.422,7.39,2899.693,15.75,10.105,-9.723,-0.389,3.404,170.914,1.26,461.791,2.685,1.609,-3.126,-0.139,3.605,180.409,1.33,488.957,2.835,1.704,110,110879.0,108560.0,BG,BGR,-0.0027,-0.0139,0.0008,61.6039,159.554,100,8980606,8097691,7592273,6781953,6687717,6290166,5187392,ECS,22279.36133,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,Yes,Yes,Yes,Yes,Yes,7025037,983646.0,172369117.0,53785.0,12206169.0,,518228.0,2859190.0,,,,,,,,98.3,,,,,,10.32,,2.75,66.22,,,19.03,,1.68,,Other
Bulgaria,2015,BGR,7309255.0,119894269952.0,32.249,0.407,228.097,1.667,36.939,0.27,0.554,0.742,410.267,3.229,2.385,10430.137,76.237,3082.394,22.53,14.404,8.591,9335.741,68.237,46.263,33.931,38.12,48.7,21.675,6.207,13.13,30739.168,1.874,7.129,10.616,3361.492,24.57,21827.303,159.541,50.452,71.008,9.656,2.642,30.003,254.472,1.86,4104.864,-42.026,-0.792,149.522,1.093,3.819,13.354,19.98,22.881,2.761,15.228,772.993,5.65,2083.321,11.602,6.777,5.265,2.514,65.139,3301.294,24.13,8911.866,49.548,28.992,-10.58,-27.754,-3.05,-1.496,39.752,2104.182,15.38,5438.614,31.581,17.693,11.715,5.59,53.301,24.626,0.18,7292.302,0.0,0.0,86.114,0.629,0.37,23.723,0.862,0.27,0.0,34.56,0.222,36.939,0.0,117.999,0.554,0.0,0.384,6662.786,224.68,20.517,4.01,25.387,1197.112,8.75,3473.251,17.967,11.299,9.948,0.316,3.721,188.802,1.38,509.05,2.834,1.656,9.089,0.304,3.909,198.379,1.45,534.785,2.977,1.74,110,110879.0,108560.0,BG,BGR,-0.0027,-0.0139,0.0008,61.6039,159.554,100,8980606,8097691,7592273,6781953,6687717,6290166,5187392,ECS,22279.36133,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,Yes,Yes,Yes,Yes,Yes,7025037,983646.0,172369117.0,53785.0,12206169.0,,518228.0,2859190.0,,,,,,,,98.3,,,,,,10.32,,2.75,66.22,,,19.03,,1.68,,Other
Bulgaria,2016,BGR,7245982.0,123884560384.0,11.543,0.192,256.647,1.86,48.303,0.35,0.785,0.873,393.851,-13.133,-10.012,9139.508,66.225,2673.206,19.37,-12.769,-8.713,8214.817,59.524,43.469,31.074,38.19,44.56,20.909,-5.146,-11.563,29411.801,1.72,-4.924,-7.856,3000.283,21.74,20933.736,151.685,48.788,71.175,4.156,1.247,31.25,282.915,2.05,4312.804,-10.881,-0.119,134.416,0.974,4.601,14.664,17.55,-31.385,-4.841,10.386,535.469,3.88,1433.413,8.707,4.874,-4.363,-3.707,61.432,3149.332,22.82,8478.065,51.212,28.825,-6.37,-16.68,2.555,0.774,40.527,2177.759,15.78,5592.97,35.413,19.016,1.705,0.909,54.21,44.162,0.32,7481.424,0.274,0.002,87.104,0.631,0.718,25.437,1.129,0.35,0.0,30.878,0.266,48.303,0.0,155.784,0.785,0.0,0.53,6149.616,213.117,-14.571,-4.482,20.905,971.573,7.04,2885.095,15.799,9.809,0.458,-0.005,3.716,191.83,1.39,512.795,3.119,1.743,-1.829,-0.094,3.815,195.971,1.42,526.457,3.187,1.79,110,110879.0,108560.0,BG,BGR,-0.0027,-0.0139,0.0008,61.6039,159.554,100,8980606,8097691,7592273,6781953,6687717,6290166,5187392,ECS,22279.36133,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,Yes,Yes,Yes,Yes,Yes,7025037,983646.0,172369117.0,53785.0,12206169.0,,518228.0,2859190.0,,,,,,,,98.3,,,,,,10.32,,2.75,66.22,,,19.03,,1.68,,Other
Canada,2000,CAN,30683316.0,1138677121024.0,7.436,0.107,50.454,1.548,276.046,8.47,1.439,0.042,214.507,5.808,19.498,11575.944,355.188,3559.263,109.21,-5.164,-24.752,14813.407,454.524,18.56,9.738,552.59,588.42,16.132,2.72,96.581,118875.336,3.203,2.766,63.421,5069.856,155.56,76803.211,2356.577,26.437,64.608,5.974,50.293,892.207,1097.013,33.66,29077.926,3.38,57.645,57459.457,1763.047,5.72,24.461,126.22,3.408,34.772,1054.936,11567.198,354.92,34381.41,60.317,28.922,2.627,33.159,1290.912,14107.34,432.86,42072.125,73.563,35.392,-35.83,-6.484,-0.94,-1.947,205.134,2253.994,69.16,6685.536,11.754,5.624,-0.571,-6.37,1109.182,413.58,12.69,36149.336,3.38,47.556,47411.711,1454.749,2.157,30.409,28.465,8.5,0.03,-0.292,-0.083,277.023,0.978,927.704,1.445,0.005,0.78,19177.195,3647.49,3.36,35.107,1085.778,11853.349,363.7,35386.59,61.81,29.768,23.81,0.009,0.049,0.652,0.02,1.583,0.003,0.001,62.963,0.302,0.781,8.474,0.26,25.442,0.044,0.021,38,9984670.0,8965590.0,CA,CAN,0.0104,0.0085,0.0048,4.3256,11.2032,124,24511510,30683313,33963412,38454327,38781291,41008596,45890819,NAC,47672.07813,24.0,6.0,13.0,8.0,47.0,3.0,,,,Yes,Yes,Yes,Yes,Yes,35544564,181000000.0,653255.0,724000.0,,1118000000.0,,25103034.0,,,,,,,99.0,,,,,,,4.08,,3.0,72.33,,,20.59,,,,
Canada,2001,CAN,31002768.0,1162073341952.0,-0.273,-0.004,49.798,1.544,296.748,9.2,1.607,0.043,222.077,3.923,13.935,11906.132,369.123,3388.085,105.04,1.843,8.377,14930.969,462.901,18.352,10.334,550.07,572.37,16.023,-2.067,-75.392,115218.68,3.074,-0.279,-6.569,5158.571,159.93,75799.945,2350.008,27.942,65.788,-5.804,-51.785,840.422,1282.789,39.77,27107.965,1.767,31.146,57872.004,1794.192,6.948,23.527,127.11,-7.075,-80.997,973.938,10643.888,329.99,31414.564,57.653,27.265,-4.673,-68.823,1222.09,13303.328,412.44,39418.73,72.058,34.212,-22.3,-4.054,5.351,9.573,214.708,2350.113,72.86,6925.439,12.73,6.011,2.82,31.281,1140.463,487.698,15.12,36785.844,0.867,12.609,47329.879,1467.357,2.642,31.927,30.875,9.23,0.03,8.468,2.41,297.715,0.968,995.894,1.613,0.005,0.864,18461.9,3572.098,-6.645,-78.396,1007.382,10953.216,339.58,32493.289,59.329,28.201,19.231,0.009,0.058,0.645,0.02,1.855,0.003,0.002,24.621,0.186,0.967,10.967,0.34,31.176,0.059,0.027,38,9984670.0,8965590.0,CA,CAN,0.0104,0.0085,0.0048,4.3256,11.2032,124,24511510,30683313,33963412,38454327,38781291,41008596,45890819,NAC,47672.07813,24.0,6.0,13.0,8.0,47.0,3.0,,,,Yes,Yes,Yes,Yes,Yes,35544564,181000000.0,653255.0,724000.0,,1118000000.0,,25103034.0,,,,,,,99.0,,,,,,,4.08,,3.0,72.33,,,20.59,,,,
Canada,2002,CAN,31322400.0,1200474947584.0,0.0,0.0,49.29,1.544,304.894,9.55,1.635,0.042,213.724,0.582,2.148,11853.223,371.271,3321.904,104.05,-13.922,-64.443,12721.185,398.458,17.819,10.052,562.62,583.93,15.81,3.396,121.295,117915.383,3.077,3.361,78.98,4952.366,155.12,77547.969,2428.989,26.565,65.766,4.075,34.243,874.665,1164.981,36.49,27924.592,0.726,13.033,57697.551,1807.226,6.249,23.682,124.8,5.355,45.536,1019.475,11079.93,347.05,32547.789,59.433,27.603,4.066,42.314,1264.404,13690.203,428.81,40367.406,73.435,34.234,-21.31,-3.788,-1.526,-4.64,210.068,2290.693,71.75,6706.626,12.287,5.688,3.734,42.589,1183.052,465.482,14.58,37770.156,5.415,79.462,49383.797,1546.819,2.497,32.032,32.069,9.58,0.03,3.866,1.194,305.851,0.958,1023.843,1.641,0.005,0.868,18642.57,3693.393,5.307,46.955,1054.336,11399.509,357.06,33660.781,61.148,28.547,16.129,0.009,0.066,0.639,0.02,2.119,0.003,0.002,23.1,0.216,1.182,13.09,0.41,37.741,0.07,0.032,38,9984670.0,8965590.0,CA,CAN,0.0104,0.0085,0.0048,4.3256,11.2032,124,24511510,30683313,33963412,38454327,38781291,41008596,45890819,NAC,47672.07813,24.0,6.0,13.0,8.0,47.0,3.0,,,,Yes,Yes,Yes,Yes,Yes,35544564,181000000.0,653255.0,724000.0,,1118000000.0,,25103034.0,,,,,,,99.0,,,,,,,4.08,,3.0,72.33,,,20.59,,,,
Canada,2003,CAN,31619456.0,1225605382144.0,8.889,0.137,53.167,1.681,282.421,8.93,1.56,0.045,219.749,-0.246,-0.914,11712.962,370.357,3252.428,102.84,-7.149,-28.488,11700.717,369.97,17.967,9.98,566.64,572.38,15.424,0.477,17.628,117365.117,3.028,2.734,66.404,4976.367,157.35,78919.539,2495.393,27.49,67.243,2.65,23.183,897.848,1149.609,36.35,28395.428,-2.587,-46.756,55676.793,1760.47,6.351,24.194,125.78,-3.761,-44.629,974.846,10565.331,334.07,30830.57,58.365,26.269,-3.202,-48.776,1215.628,13125.778,415.03,38445.578,72.51,32.757,-5.74,-1.013,-0.838,-3.095,206.972,2250.197,71.15,6545.723,12.431,5.577,3.731,44.135,1227.187,574.33,18.16,38811.148,5.734,88.694,51724.887,1635.513,3.173,33.069,30.062,8.96,0.03,-6.259,-2.007,283.37,0.949,950.741,1.565,0.005,0.81,18102.146,3711.021,-3.693,-45.68,1008.656,10875.583,343.88,31899.857,60.079,27.18,0.231,-0.0,0.066,0.633,0.02,2.09,0.003,0.002,70.37,0.819,2.001,26.25,0.83,63.287,0.145,0.054,38,9984670.0,8965590.0,CA,CAN,0.0104,0.0085,0.0048,4.3256,11.2032,124,24511510,30683313,33963412,38454327,38781291,41008596,45890819,NAC,47672.07813,24.0,6.0,13.0,8.0,47.0,3.0,,,,Yes,Yes,Yes,Yes,Yes,35544564,181000000.0,653255.0,724000.0,,1118000000.0,,25103034.0,,,,,,,99.0,,,,,,,4.08,,3.0,72.33,,,20.59,,,,
Canada,2004,CAN,31911670.0,1267051659264.0,0.274,0.005,52.824,1.686,290.176,9.26,1.59,0.045,203.86,-5.536,-20.503,10963.204,349.854,2919.935,93.18,6.596,24.404,12358.297,394.374,15.999,9.285,571.88,582.41,15.456,1.537,57.046,118078.047,2.974,0.544,13.58,4664.751,148.86,78622.414,2508.973,25.559,66.585,-2.189,-19.65,878.198,1182.013,37.72,27519.643,0.391,6.882,55382.621,1767.352,6.477,23.306,118.73,0.672,0.3,975.146,10573.874,337.43,30557.668,57.937,25.879,4.329,43.466,1259.095,13585.938,433.55,39455.621,74.441,33.415,-10.53,-1.841,20.688,41.228,248.2,2690.865,85.87,7777.733,14.744,6.587,4.379,53.734,1280.921,562.804,17.96,40139.574,3.221,52.677,52901.965,1688.19,3.084,33.994,31.298,9.29,0.03,4.112,1.236,291.116,0.94,980.771,1.595,0.005,0.831,18250.689,3768.068,0.833,2.238,1010.894,10895.073,347.68,31677.885,59.697,26.828,-37.413,-0.025,0.041,0.313,0.01,1.288,0.002,0.001,36.957,0.722,2.723,29.77,0.95,85.334,0.163,0.072,38,9984670.0,8965590.0,CA,CAN,0.0104,0.0085,0.0048,4.3256,11.2032,124,24511510,30683313,33963412,38454327,38781291,41008596,45890819,NAC,47672.07813,24.0,6.0,13.0,8.0,47.0,3.0,,,,Yes,Yes,Yes,Yes,Yes,35544564,181000000.0,653255.0,724000.0,,1118000000.0,,25103034.0,,,,,,,99.0,,,,,,,4.08,,3.0,72.33,,,20.59,,,,
Canada,2005,CAN,32215914.0,1311262900224.0,18.044,0.304,61.767,1.99,277.503,8.94,1.474,0.052,200.669,-0.431,-1.509,10812.824,348.345,3078.292,99.17,4.162,16.414,12751.074,410.788,16.352,9.183,582.62,606.47,15.988,0.668,25.188,117744.773,2.893,-1.556,-39.04,4680.296,150.78,76668.094,2469.933,24.862,65.114,-0.26,-2.28,875.917,1103.802,35.56,27188.969,1.368,24.172,55609.922,1791.524,5.863,23.091,121.7,6.961,61.283,1036.429,11121.832,358.3,32171.334,59.08,27.323,5.783,64.228,1323.323,14144.872,455.69,41076.691,75.138,34.886,-23.85,-4.094,1.829,2.941,251.141,2695.252,86.83,7795.567,14.317,6.621,-2.752,-35.251,1245.67,498.201,16.05,38666.301,-1.708,-28.835,51507.32,1659.355,2.646,32.839,29.226,8.97,0.03,-6.621,-2.072,278.434,0.931,907.19,1.479,0.005,0.77,18825.166,3793.256,6.794,61.288,1072.182,11449.62,368.86,33281.121,60.821,28.265,19.188,0.008,0.049,0.621,0.02,1.511,0.003,0.001,65.868,1.765,4.488,48.734,1.57,139.318,0.259,0.118,38,9984670.0,8965590.0,CA,CAN,0.0104,0.0085,0.0048,4.3256,11.2032,124,24511510,30683313,33963412,38454327,38781291,41008596,45890819,NAC,47672.07813,24.0,6.0,13.0,8.0,47.0,3.0,,,,Yes,Yes,Yes,Yes,Yes,35544564,181000000.0,653255.0,724000.0,,1118000000.0,,25103034.0,,,,,,,99.0,,,,,,,4.08,,3.0,72.33,,,20.59,,,,
